id,annotator_id,image_id,x_min,y_min,width,height
4777,1,1227,502,17,162,744
4778,1,1228,354,68,314,848
4779,1,1228,117,0,434,959
4780,1,1228,0,97,323,849
4781,1,1229,0,60,308,1140
4782,1,1229,228,508,305,683
4783,1,1229,400,305,368,811
4784,1,1229,604,125,252,888
4785,1,1230,52,84,330,652
4786,1,1230,326,238,226,561
4787,1,1230,509,242,155,630
4788,1,1230,0,13,148,606
4789,1,1231,0,115,539,1885
4790,1,1231,284,57,520,1628
4791,1,1231,657,39,455,1699
4792,1,1231,1001,0,335,1889
4793,1,1232,0,0,186,264
4794,1,1232,37,0,288,387
4795,1,1232,194,0,267,588
4796,1,1233,0,373,161,499
4797,1,1233,121,345,253,527
4798,1,1233,260,192,322,680
4799,1,1233,405,3,227,539
4800,1,1233,545,0,119,413
4801,1,1234,0,0,207,638
4802,1,1234,131,0,210,602
4803,1,1234,318,0,210,362
4804,1,1234,399,0,269,625
4805,1,1235,0,226,275,780
4806,1,1235,75,155,392,914
4807,1,1235,402,129,383,948
4808,1,1235,660,237,196,561
4809,1,1236,0,0,876,933
4810,1,1236,751,0,838,877
4811,1,1236,0,1127,931,1273
4812,1,1236,699,938,1009,1462
4813,1,1237,0,61,217,575
4814,1,1237,169,241,237,413
4815,1,1237,323,238,189,460
4816,1,1238,0,320,331,798
4817,1,1238,0,215,194,667
4818,1,1238,185,581,372,619
4819,1,1238,370,594,366,606
4820,1,1238,619,183,237,1017
4821,1,1239,213,25,835,1975
4822,1,1239,801,272,535,1728
4823,1,1239,0,441,754,1505
4824,1,1239,0,358,385,1620
4825,1,1240,0,0,182,264
4826,1,1240,43,0,287,391
4827,1,1240,189,0,272,585
4828,1,1241,0,367,112,444
4829,1,1241,138,344,161,464
4830,1,1241,277,359,300,449
4831,1,1241,462,270,202,430
4832,1,1242,0,563,453,1347
4833,1,1242,327,215,567,1441
4834,1,1242,661,72,675,1684
4835,1,1243,106,160,406,267
4836,1,1243,118,442,382,194
4837,1,1243,100,640,412,128
4838,1,1244,0,74,180,573
4839,1,1244,89,278,265,401
4840,1,1244,252,285,242,442
4841,1,1245,0,0,453,1742
4842,1,1245,163,0,716,1907
4843,1,1245,793,0,543,1860
4844,1,1246,0,280,123,440
4845,1,1246,105,370,177,502
4846,1,1246,305,402,180,470
4847,1,1246,448,356,189,425
4848,1,1247,298,0,212,272
4849,1,1247,459,22,205,347
4850,1,1248,0,261,221,583
4851,1,1248,169,8,243,781
4852,1,1248,282,77,277,614
4853,1,1248,434,0,230,564
4854,1,1249,0,246,81,462
4855,1,1249,24,0,358,973
4856,1,1249,241,487,308,427
4857,1,1249,461,0,207,844
4858,1,1250,12,139,247,610
4859,1,1250,184,38,261,820
4860,1,1250,341,0,246,597
4861,1,1250,477,0,187,559
4862,1,1251,0,44,100,362
4863,1,1251,0,83,244,408
4864,1,1251,77,117,255,651
4865,1,1251,223,323,289,445
4866,1,1252,0,364,214,425
4867,1,1252,0,421,370,579
4868,1,1252,216,70,329,930
4869,1,1252,443,514,225,486
4870,1,1253,0,41,166,930
4871,1,1253,69,34,269,755
4872,1,1253,271,72,271,681
4873,1,1253,416,70,252,677
4874,1,1254,0,0,199,313
4875,1,1254,33,0,303,447
4876,1,1254,180,44,249,483
4877,1,1254,0,0,197,311
4878,1,1254,32,0,301,443
4879,1,1254,183,47,246,484
4880,1,1255,0,139,196,616
4881,1,1255,159,119,254,611
4882,1,1255,299,0,319,716
4883,1,1255,459,0,205,341
4884,1,1256,0,0,196,586
4885,1,1256,77,0,205,530
4886,1,1256,204,0,206,534
4887,1,1256,332,0,222,553
4888,1,1256,455,0,209,716
4889,1,1257,39,120,275,648
4890,1,1257,165,122,308,625
4891,1,1257,317,0,195,643
4892,1,1258,61,0,253,713
4893,1,1258,265,59,232,564
4894,1,1258,451,123,213,558
4895,1,1259,0,0,151,330
4896,1,1259,338,189,282,539
4897,1,1259,505,494,159,319
4898,1,1260,47,129,360,751
4899,1,1260,278,72,269,828
4900,1,1260,476,52,192,738
4901,1,1261,0,181,187,819
4902,1,1261,101,0,355,1000
4903,1,1261,257,57,392,832
4904,1,1261,461,0,207,771
4905,1,1262,0,25,316,953
4906,1,1262,212,113,339,887
4907,1,1262,382,99,286,896
4908,1,1263,0,0,190,259
4909,1,1263,59,0,295,377
4910,1,1263,234,0,264,557
4911,1,1264,73,16,323,418
4912,1,1264,199,67,350,510
4913,1,1264,282,197,382,675
4914,1,1265,0,275,230,589
4915,1,1265,71,230,302,642
4916,1,1265,335,225,285,647
4917,1,1265,505,273,159,576
4918,1,1266,0,0,261,687
4919,1,1266,130,238,307,590
4920,1,1266,313,311,288,561
4921,1,1266,0,0,190,553
4922,1,1267,0,186,164,582
4923,1,1267,67,0,331,768
4924,1,1267,311,228,201,495
4925,1,1268,0,73,372,1127
4926,1,1268,258,508,344,668
4927,1,1268,430,282,389,804
4928,1,1268,596,103,260,871
4929,1,1269,58,0,916,1041
4930,1,1269,772,0,693,994
4931,1,1269,1237,0,471,929
4932,1,1269,0,1015,540,1376
4933,1,1269,162,1054,1109,1346
4934,1,1269,1181,1084,527,1316
4935,1,1270,0,256,187,472
4936,1,1270,173,330,184,503
4937,1,1270,377,327,194,545
4938,1,1270,524,317,140,422
4939,1,1271,0,316,165,556
4940,1,1271,90,284,255,588
4941,1,1271,223,131,323,722
4942,1,1271,366,0,298,752
4943,1,1272,0,238,199,634
4944,1,1272,102,270,246,580
4945,1,1272,290,11,242,800
4946,1,1272,390,94,274,631
4947,1,1272,524,27,140,578
4948,1,1273,0,163,215,615
4949,1,1273,112,55,237,503
4950,1,1273,234,45,198,477
4951,1,1273,390,47,181,486
4952,1,1273,515,39,149,508
4953,1,1274,63,373,336,627
4954,1,1274,248,181,392,776
4955,1,1274,459,0,209,855
4956,1,1275,0,14,603,1728
4957,1,1275,460,427,538,1444
4958,1,1275,879,348,457,1595
4959,1,1276,0,72,171,828
4960,1,1276,0,0,307,1000
4961,1,1276,234,84,274,916
4962,1,1276,399,48,269,952
4963,1,1277,0,0,195,304
4964,1,1277,51,0,297,425
4965,1,1277,227,14,246,523
4966,1,1278,0,183,217,742
4967,1,1278,32,127,383,839
4968,1,1278,234,108,347,724
4969,1,1278,454,114,228,692
4970,1,1278,637,103,219,435
4971,1,1279,0,373,190,499
4972,1,1279,151,144,236,728
4973,1,1279,288,220,264,610
4974,1,1279,438,0,226,727
4975,1,1280,0,0,592,1054
4976,1,1280,1108,0,529,1011
4977,1,1280,0,1071,467,1329
4978,1,1280,0,1097,1129,1303
4979,1,1280,914,1196,744,1204
4980,1,1281,37,303,274,465
4981,1,1281,238,235,253,533
4982,1,1281,388,45,124,605
4983,1,1282,35,163,290,767
4984,1,1282,228,199,323,801
4985,1,1282,524,333,144,640
4986,1,1283,21,89,291,679
4987,1,1283,257,58,230,710
4988,1,1283,0,65,114,703
4989,1,1284,0,34,284,916
4990,1,1284,65,0,389,987
4991,1,1284,370,43,298,939
4992,1,1284,492,0,176,910
4993,1,1285,0,0,244,286
4994,1,1285,103,0,303,417
4995,1,1285,273,0,239,500
4996,1,1286,0,174,203,618
4997,1,1286,115,0,319,609
4998,1,1286,295,0,373,634
4999,1,1287,15,55,179,362
5000,1,1287,32,103,294,660
5001,1,1287,169,133,241,716
5002,1,1287,359,313,229,559
5003,1,1287,545,233,119,639
5004,1,1288,65,0,248,724
5005,1,1288,265,53,237,571
5006,1,1288,446,123,218,597
5007,1,1289,179,306,230,330
5008,1,1289,0,0,140,413
5009,1,1289,321,175,191,472
5010,1,1290,12,318,302,450
5011,1,1290,171,224,278,544
5012,1,1290,282,162,230,605
5013,1,1291,0,52,148,948
5014,1,1291,81,0,335,1000
5015,1,1291,257,41,376,882
5016,1,1291,459,0,209,866
5017,1,1292,0,119,110,420
5018,1,1292,48,148,192,497
5019,1,1292,205,270,196,552
5020,1,1292,474,358,138,458
5021,1,1293,0,0,234,624
5022,1,1293,90,0,196,597
5023,1,1293,284,0,181,321
5024,1,1293,416,0,252,591
5025,1,1294,0,80,188,636
5026,1,1294,90,194,253,619
5027,1,1294,240,166,242,706
5028,1,1294,427,372,237,500
5029,1,1295,0,127,173,846
5030,1,1295,321,47,347,876
5031,1,1295,99,108,344,892
5032,1,1295,531,14,137,807
5033,1,1296,29,122,187,400
5034,1,1296,153,135,227,582
5035,1,1296,343,314,169,400
5036,1,1297,29,44,439,339
5037,1,1298,0,0,171,603
5038,1,1298,120,0,214,677
5039,1,1298,248,0,253,756
5040,1,1298,407,39,105,692
5041,1,1299,19,22,252,964
5042,1,1299,187,32,242,959
5043,1,1299,347,34,256,966
5044,1,1299,450,47,218,930
5045,1,1300,301,0,204,280
5046,1,1300,459,20,204,341
5047,1,1301,0,0,267,824
5048,1,1301,173,0,527,1333
5049,1,1301,403,29,735,1552
5050,1,1301,690,287,646,1638
5051,1,1302,0,225,169,647
5052,1,1302,73,233,293,639
5053,1,1302,309,311,215,561
5054,1,1302,441,88,223,770
5055,1,1303,0,56,173,621
5056,1,1303,42,0,351,1000
5057,1,1303,289,16,296,860
5058,1,1303,463,68,205,758
5059,1,1304,69,620,258,252
5060,1,1304,218,478,270,394
5061,1,1304,345,284,319,588
5062,1,1305,33,184,202,401
5063,1,1305,161,219,240,549
5064,1,1305,340,443,172,325
5065,1,1306,0,78,290,579
5066,1,1306,65,193,340,575
5067,1,1306,250,96,262,672
5068,1,1307,0,36,165,387
5069,1,1307,11,87,295,472
5070,1,1307,180,250,244,510
5071,1,1308,0,342,160,483
5072,1,1308,148,406,195,466
5073,1,1308,351,391,158,428
5074,1,1308,479,261,185,522
5075,0,1309,0,110,383,890
5076,0,1309,207,2,395,869
5077,0,1309,448,0,220,737
5078,0,1310,0,491,138,381
5079,0,1310,62,432,248,440
5080,0,1310,216,317,306,555
5081,0,1310,396,238,268,579
5082,0,1310,509,161,155,483
5083,0,1311,0,21,153,763
5084,0,1311,134,14,208,884
5085,0,1311,309,0,250,959
5086,0,1311,512,44,156,831
5087,0,1312,0,95,183,740
5088,0,1312,80,167,287,787
5089,0,1312,320,368,304,622
5090,0,1312,569,381,99,619
5091,1,1313,161,54,262,422
5092,1,1313,103,358,204,410
5093,1,1313,0,378,171,390
5094,1,1314,10,11,231,694
5095,1,1314,191,83,212,685
5096,1,1314,362,113,150,655
5097,1,1314,0,1,165,578
5098,1,1315,0,0,252,378
5099,1,1315,102,0,308,508
5100,1,1315,290,114,222,589
5101,1,1316,10,0,311,664
5102,1,1316,262,0,290,625
5103,1,1316,390,0,274,553
5104,1,1317,1005,0,331,1520
5105,1,1317,718,0,463,1416
5106,1,1317,342,0,405,1290
5107,1,1317,0,0,388,1290
5108,1,1317,0,0,335,1391
5109,1,1318,0,196,290,939
5110,1,1318,237,310,249,494
5111,1,1318,419,24,325,1015
5112,1,1318,531,135,325,826
5113,1,1319,0,0,342,1019
5114,1,1319,67,0,667,1101
5115,1,1319,600,0,585,1049
5116,1,1319,1000,0,708,1045
5117,1,1319,0,1006,398,1394
5118,1,1319,316,1127,641,1273
5119,1,1319,828,1196,880,1204
5120,1,1320,0,29,216,790
5121,1,1320,167,43,289,882
5122,1,1320,318,84,350,757
5123,1,1320,517,161,151,556
5124,1,1321,0,233,543,1767
5125,1,1321,356,75,563,1925
5126,1,1321,718,0,618,1889
5127,1,1322,0,292,140,411
5128,1,1322,94,377,185,495
5129,1,1322,298,423,182,449
5130,1,1322,459,383,173,417
5131,1,1322,563,219,101,495
5132,1,1323,0,348,154,472
5133,1,1323,155,411,190,461
5134,1,1323,352,384,160,432
5135,1,1323,479,259,185,525
5136,1,1324,0,122,385,1426
5137,1,1324,62,0,703,1595
5138,1,1324,503,0,638,1391
5139,1,1324,901,0,435,1387
5140,1,1325,0,41,157,937
5141,1,1325,56,161,310,688
5142,1,1325,252,204,387,648
5143,1,1325,411,140,445,742
5144,1,1326,0,317,259,451
5145,1,1326,223,325,271,443
5146,1,1327,0,33,114,429
5147,1,1327,0,105,279,554
5148,1,1327,120,340,337,403
5149,1,1327,274,380,238,388
5150,1,1328,0,146,77,389
5151,1,1328,0,173,200,561
5152,1,1328,154,377,219,391
5153,1,1328,299,387,213,381
5154,1,1329,0,165,478,1835
5155,1,1329,116,11,789,1881
5156,1,1329,528,0,595,1609
5157,1,1329,879,0,457,1620
5158,1,1330,0,33,161,390
5159,1,1330,15,89,292,468
5160,1,1330,183,239,234,517
5161,1,1331,0,250,277,622
5162,1,1331,188,334,258,538
5163,1,1331,432,358,232,514
5164,1,1332,0,383,199,489
5165,1,1332,162,134,240,738
5166,1,1332,291,216,271,625
5167,1,1332,437,0,227,731
5168,1,1333,0,112,525,791
5169,1,1333,209,284,363,798
5170,1,1333,406,241,351,950
5171,1,1333,656,542,200,658
5172,1,1334,0,27,218,536
5173,1,1334,141,2,200,551
5174,1,1334,279,0,206,597
5175,1,1334,405,64,246,658
5176,1,1335,327,238,232,565
5177,1,1335,510,245,154,627
5178,1,1335,59,56,325,683
5179,1,1335,0,77,146,553
5180,1,1336,0,317,157,555
5181,1,1336,74,336,286,536
5182,1,1336,227,188,283,615
5183,1,1336,379,38,285,659
5184,1,1337,0,140,348,756
5185,1,1337,38,7,518,979
5186,1,1337,395,143,273,841
5187,2,1338,46,0,177,397
5188,2,1338,227,3,322,278
5189,2,1338,490,25,382,480
5190,2,1338,741,78,131,328
5191,2,1339,0,0,197,282
5192,2,1339,183,0,302,258
5193,2,1339,431,0,297,180
5194,2,1339,0,364,240,300
5195,2,1339,154,279,462,385
5196,2,1339,428,156,444,508
5197,2,1339,763,165,109,285
5198,2,1340,0,0,143,369
5199,2,1340,131,0,213,378
5200,2,1340,331,0,310,365
5201,2,1340,588,0,284,345
5202,2,1340,525,349,347,315
5203,2,1340,234,432,311,232
5204,2,1340,25,427,220,237
5205,2,1340,0,466,35,198
5206,2,1341,5,0,278,275
5207,2,1341,259,0,326,299
5208,2,1341,561,0,204,301
5209,2,1341,745,0,127,302
5210,2,1341,708,366,164,298
5211,2,1341,395,353,344,311
5212,2,1341,66,315,357,349
5213,2,1342,117,18,604,706
5214,2,1342,0,508,632,348
5215,2,1342,779,460,421,396
5216,2,1343,0,0,220,534
5217,2,1343,37,0,304,632
5218,2,1343,226,8,292,654
5219,2,1343,417,102,344,562
5220,2,1343,728,160,144,499
5221,2,1344,0,67,350,789
5222,2,1344,243,0,507,856
5223,2,1344,688,99,319,757
5224,2,1344,815,98,385,758
5225,2,1345,107,0,305,530
5226,2,1345,347,0,321,556
5227,2,1345,645,299,227,250
5228,2,1346,270,0,321,231
5229,2,1346,532,0,340,287
5230,2,1346,844,0,28,232
5231,2,1346,583,321,289,343
5232,2,1346,262,251,470,413
5233,2,1346,0,258,410,406
5234,2,1347,0,0,44,297
5235,2,1347,11,0,209,367
5236,2,1347,204,0,210,374
5237,2,1347,394,0,317,372
5238,2,1347,683,0,189,349
5239,2,1347,590,344,282,320
5240,2,1347,301,402,317,262
5241,2,1347,84,395,232,269
5242,2,1347,0,389,101,275
5243,2,1348,0,0,202,239
5244,2,1348,174,0,344,254
5245,2,1348,487,0,283,220
5246,2,1348,328,267,410,397
5247,2,1348,11,299,337,365
5248,2,1348,0,353,29,311
5249,2,1349,0,72,167,546
5250,2,1349,0,77,350,758
5251,2,1349,212,37,480,791
5252,2,1349,595,19,447,739
5253,2,1350,0,85,150,579
5254,2,1350,22,25,292,639
5255,2,1350,217,7,295,619
5256,2,1350,422,0,418,526
5257,2,1350,685,0,187,353
5258,2,1351,0,73,92,315
5259,2,1351,67,0,335,374
5260,2,1351,363,0,250,330
5261,2,1351,543,0,267,315
5262,2,1351,715,0,157,275
5263,2,1351,727,359,145,305
5264,2,1351,532,369,227,295
5265,2,1351,195,392,356,272
5266,2,1351,0,389,248,275
5267,2,1352,616,144,256,469
5268,2,1352,400,112,338,428
5269,2,1352,213,73,217,491
5270,2,1353,0,0,84,304
5271,2,1353,74,0,199,279
5272,2,1353,247,0,324,272
5273,2,1353,498,0,316,211
5274,2,1353,838,169,34,190
5275,2,1353,537,134,335,495
5276,2,1353,254,243,438,421
5277,2,1353,74,312,290,352
5278,2,1353,0,336,114,328
5279,2,1354,0,194,152,470
5280,2,1354,94,111,366,553
5281,2,1354,370,133,333,531
5282,2,1354,571,18,255,501
5283,2,1355,3,0,220,308
5284,2,1355,190,0,328,292
5285,2,1355,482,0,319,243
5286,2,1355,429,205,443,459
5287,2,1355,144,298,350,366
5288,2,1355,0,337,169,327
5289,2,1356,0,0,72,633
5290,2,1356,20,0,547,769
5291,2,1356,520,0,514,691
5292,2,1356,997,0,850,709
5293,2,1356,1769,0,631,645
5294,2,1356,1473,814,927,894
5295,2,1356,659,890,905,818
5296,2,1356,172,935,549,773
5297,2,1356,0,1017,228,691
5298,2,1357,0,117,164,547
5299,2,1357,76,29,292,607
5300,2,1357,212,0,306,550
5301,2,1357,395,83,341,364
5302,2,1357,573,0,299,280
5303,2,1358,46,0,451,455
5304,2,1358,484,6,336,528
5305,2,1358,785,0,87,521
5306,2,1359,410,0,462,552
5307,2,1359,122,70,575,594
5308,2,1359,0,193,387,471
5309,2,1359,0,474,96,190
5310,2,1360,673,0,199,664
5311,2,1360,554,0,217,608
5312,2,1360,306,93,284,255
5313,2,1360,0,0,383,450
5314,2,1361,0,55,116,515
5315,2,1361,37,112,253,507
5316,2,1361,221,21,328,629
5317,2,1361,500,18,305,633
5318,2,1361,700,31,172,398
5319,2,1362,28,0,239,177
5320,2,1362,257,0,314,220
5321,2,1362,547,0,197,221
5322,2,1362,727,0,145,236
5323,2,1362,766,323,106,341
5324,2,1362,548,296,247,366
5325,2,1362,187,256,434,408
5326,2,1362,5,198,312,445
5327,2,1363,0,0,213,191
5328,2,1363,191,0,313,229
5329,2,1363,476,0,207,228
5330,2,1363,662,0,210,237
5331,2,1363,750,336,122,328
5332,2,1363,523,326,258,338
5333,2,1363,183,288,431,376
5334,2,1363,0,234,303,428
5335,2,1364,43,0,372,505
5336,2,1364,346,0,319,562
5337,2,1364,644,34,228,312
5338,2,1365,0,0,60,271
5339,2,1365,33,0,216,314
5340,2,1365,231,0,219,298
5341,2,1365,421,0,306,292
5342,2,1365,693,0,179,258
5343,2,1365,621,245,251,419
5344,2,1365,326,329,351,335
5345,2,1365,112,340,231,324
5346,2,1365,0,346,129,318
5347,2,1366,119,0,298,288
5348,2,1366,371,0,359,310
5349,2,1366,688,0,184,294
5350,2,1366,800,354,72,310
5351,2,1366,478,309,369,355
5352,2,1366,159,290,382,372
5353,2,1367,0,0,320,1014
5354,2,1367,210,0,768,1022
5355,2,1367,747,838,961,1048
5356,2,1367,187,1242,684,748
5357,2,1367,0,1355,285,698
5358,2,1368,0,0,238,315
5359,2,1368,207,0,315,343
5360,2,1368,486,0,206,335
5361,2,1368,664,0,208,339
5362,2,1368,780,409,92,255
5363,2,1368,545,585,290,79
5364,2,1368,236,395,402,269
5365,2,1368,8,332,366,332
5366,2,1369,822,0,50,150
5367,2,1369,510,0,289,184
5368,2,1369,141,0,420,354
5369,2,1369,0,0,303,273
5370,2,1370,0,0,123,313
5371,2,1370,108,0,267,328
5372,2,1370,359,0,251,312
5373,2,1370,592,0,409,349
5374,2,1370,980,0,220,326
5375,2,1370,915,410,285,446
5376,2,1370,505,451,439,405
5377,2,1370,262,469,267,387
5378,2,1370,33,503,247,350
5379,2,1370,0,537,96,319
5380,2,1371,0,0,553,1443
5381,2,1371,378,0,713,1451
5382,2,1371,824,0,1071,1332
5383,2,1371,1588,0,812,1223
5384,2,1372,0,0,316,557
5385,2,1372,283,23,313,271
5386,2,1372,576,14,215,623
5387,2,1372,740,24,132,594
5388,2,1373,0,1,64,277
5389,2,1373,37,0,212,317
5390,2,1373,235,1,212,296
5391,2,1373,422,0,304,291
5392,2,1373,694,0,178,255
5393,2,1373,614,248,258,404
5394,2,1373,327,331,345,333
5395,2,1373,111,340,233,324
5396,2,1373,0,348,132,316
5397,2,1374,0,0,92,395
5398,2,1374,65,0,427,414
5399,2,1374,450,0,315,386
5400,2,1374,696,0,318,364
5401,2,1374,920,0,280,371
5402,2,1374,1124,484,76,372
5403,2,1374,923,465,272,391
5404,2,1374,666,449,299,407
5405,2,1374,220,468,467,388
5406,2,1374,0,432,304,424
5407,2,1375,0,0,284,1026
5408,2,1375,0,0,782,1112
5409,2,1375,440,0,951,1263
5410,2,1375,915,70,793,1457
5411,2,1375,1179,1652,529,737
5412,2,1375,662,1463,654,837
5413,2,1375,159,1296,564,1104
5414,2,1375,0,1193,214,1207
5415,2,1376,223,0,325,189
5416,2,1376,461,0,340,267
5417,2,1376,758,0,114,285
5418,2,1376,683,539,164,125
5419,2,1376,315,266,463,398
5420,2,1376,41,148,468,500
5421,2,1376,0,93,243,440
5422,2,1377,97,0,223,102
5423,2,1377,281,0,313,189
5424,2,1377,574,0,211,219
5425,2,1377,776,0,96,262
5426,2,1377,650,286,222,378
5427,2,1377,270,229,431,435
5428,2,1377,0,120,404,529
5429,2,1378,0,0,278,1708
5430,2,1378,234,241,523,1467
5431,2,1378,691,356,535,1303
5432,2,1378,1190,0,778,1581
5433,2,1378,1823,20,577,1367
5434,2,1379,0,0,129,401
5435,2,1379,10,0,418,506
5436,2,1379,218,0,448,566
5437,2,1379,531,12,341,598
5438,2,1380,139,52,448,534
5439,2,1380,0,77,264,569
5440,2,1381,691,0,181,385
5441,2,1381,421,0,425,519
5442,2,1381,217,0,297,634
5443,2,1381,20,25,296,632
5444,2,1381,0,85,151,579
5445,2,1382,581,0,619,728
5446,2,1382,209,60,665,771
5447,2,1382,0,111,451,745
5448,2,1383,0,265,309,1449
5449,2,1383,33,0,554,1914
5450,2,1383,485,290,554,1666
5451,2,1383,890,431,446,1569
5452,2,1384,686,10,186,574
5453,2,1384,88,0,449,511
5454,2,1384,0,0,253,391
5455,2,1385,5,0,221,280
5456,2,1385,207,0,220,239
5457,2,1385,400,0,304,177
5458,2,1385,650,0,154,90
5459,2,1385,575,123,297,444
5460,2,1385,298,253,428,411
5461,2,1385,96,324,247,340
5462,2,1385,0,357,137,307
5463,2,1386,12,0,193,268
5464,2,1386,192,0,332,267
5465,2,1386,502,0,284,214
5466,2,1386,760,287,112,276
5467,2,1386,422,244,411,420
5468,2,1386,100,302,364,362
5469,2,1386,0,334,136,330
5470,2,1387,892,0,308,387
5471,2,1387,833,355,367,277
5472,2,1387,792,592,408,264
5473,2,1387,0,751,564,105
5474,2,1387,0,452,605,310
5475,2,1387,46,0,704,485
5476,2,1387,523,0,303,171
5477,2,1388,0,0,147,359
5478,2,1388,124,0,317,360
5479,2,1388,406,0,219,347
5480,2,1388,585,0,237,338
5481,2,1388,767,0,105,312
5482,2,1388,733,341,139,323
5483,2,1388,521,373,223,291
5484,2,1388,206,386,336,278
5485,2,1388,0,347,242,317
5486,2,1389,0,0,76,282
5487,2,1389,58,0,344,282
5488,2,1389,357,0,305,224
5489,2,1389,327,228,425,436
5490,2,1389,28,320,413,344
5491,2,1389,0,360,100,304
5492,2,1390,0,77,93,313
5493,2,1390,52,0,350,377
5494,2,1390,340,0,263,326
5495,2,1390,522,0,277,301
5496,2,1390,694,0,178,263
5497,2,1390,728,330,144,334
5498,2,1390,545,349,221,315
5499,2,1390,213,383,346,281
5500,2,1390,0,393,262,271
5501,2,1391,1381,0,725,787
5502,2,1391,1932,0,468,789
5503,2,1391,1831,917,569,791
5504,2,1391,988,754,972,954
5505,2,1392,661,271,191,393
5506,2,1392,385,422,292,196
5507,2,1392,17,203,481,461
5508,2,1392,0,106,239,432
5509,2,1393,132,0,178,42
5510,2,1393,274,0,294,140
5511,2,1393,540,0,218,171
5512,2,1393,747,0,125,217
5513,2,1393,704,334,168,330
5514,2,1393,546,261,274,401
5515,2,1393,132,183,489,479
5516,2,1393,0,62,351,508
5517,2,1394,0,0,108,251
5518,2,1394,87,0,212,256
5519,2,1394,287,0,208,241
5520,2,1394,471,0,317,281
5521,2,1394,775,0,97,256
5522,2,1394,594,348,278,316
5523,2,1394,282,379,335,285
5524,2,1394,88,388,211,276
5525,2,1394,0,380,100,282
5526,2,1395,0,586,422,270
5527,2,1395,0,353,403,312
5528,2,1395,0,9,425,405
5529,2,1395,491,0,709,337
5530,2,1395,557,312,643,305
5531,2,1395,527,604,673,252
5532,2,1396,0,0,195,285
5533,2,1396,175,0,326,268
5534,2,1396,460,0,301,211
5535,2,1396,425,185,447,479
5536,2,1396,110,289,343,375
5537,2,1396,0,327,150,337
5538,2,1397,0,0,357,856
5539,2,1397,228,0,525,856
5540,2,1397,692,16,322,839
5541,2,1397,824,36,376,820
5542,2,1398,0,0,98,384
5543,2,1398,51,0,269,404
5544,2,1398,294,0,275,387
5545,2,1398,541,0,461,387
5546,2,1398,938,0,262,296
5547,2,1398,901,309,299,547
5548,2,1398,511,402,529,454
5549,2,1398,248,456,347,400
5550,2,1398,0,482,313,374
5551,2,1399,1391,220,1009,917
5552,2,1399,1356,886,1044,822
5553,2,1399,0,0,1268,1081
5554,2,1399,0,676,1134,1032
5555,2,1400,253,0,289,198
5556,2,1400,500,0,340,265
5557,2,1400,807,0,65,279
5558,2,1400,491,266,381,398
5559,2,1400,77,173,508,491
5560,2,1401,0,0,108,294
5561,2,1401,97,0,198,258
5562,2,1401,279,0,322,256
5563,2,1401,583,0,271,213
5564,2,1401,450,279,385,385
5565,2,1401,124,334,344,330
5566,2,1401,0,358,151,306
5567,2,1402,757,363,443,493
5568,2,1402,0,418,584,438
5569,2,1402,76,0,606,643
5570,2,1403,215,0,314,233
5571,2,1403,487,0,341,279
5572,2,1403,786,0,86,292
5573,2,1403,810,347,62,317
5574,2,1403,463,293,378,371
5575,2,1403,0,197,524,467
5576,2,1404,0,0,123,373
5577,2,1404,63,0,286,381
5578,2,1404,323,0,279,362
5579,2,1404,575,0,436,352
5580,2,1404,965,0,235,308
5581,2,1404,909,314,291,542
5582,2,1404,530,399,522,457
5583,2,1404,258,426,334,430
5584,2,1404,14,433,284,423
5585,2,1404,0,447,103,409
5586,2,1405,0,0,140,746
5587,2,1405,15,0,402,814
5588,2,1405,250,0,317,826
5589,2,1405,501,0,500,841
5590,2,1405,893,12,307,819
5591,2,1406,149,0,397,400
5592,2,1406,485,0,358,305
5593,2,1406,696,60,504,530
5594,2,1406,477,280,547,522
5595,2,1407,770,20,102,366
5596,2,1407,537,211,286,233
5597,2,1407,148,38,473,586
5598,2,1407,0,0,366,509
5599,2,1408,0,0,152,334
5600,2,1408,118,0,224,358
5601,2,1408,322,0,315,352
5602,2,1408,612,0,260,328
5603,2,1408,521,321,351,343
5604,2,1408,227,393,312,271
5605,2,1408,14,394,228,270
5606,2,1409,0,116,360,597
5607,2,1409,233,121,442,735
5608,2,1409,551,169,466,687
5609,2,1409,965,233,235,623
5610,2,1410,0,9,298,785
5611,2,1410,271,0,311,732
5612,2,1410,558,0,600,570
5613,2,1410,876,0,324,382
5614,2,1411,0,0,127,305
5615,2,1411,108,0,206,289
5616,2,1411,301,0,305,275
5617,2,1411,589,0,283,234
5618,2,1411,506,251,366,413
5619,2,1411,200,337,339,325
5620,2,1411,0,352,223,312
5621,2,1412,0,0,73,295
5622,2,1412,55,0,349,288
5623,2,1412,358,0,318,256
5624,2,1412,305,261,395,403
5625,2,1412,0,319,384,345
5626,2,1413,692,208,180,275
5627,2,1413,324,299,368,365
5628,2,1413,112,330,258,334
5629,2,1413,0,332,180,332
5630,2,1413,669,0,203,215
5631,2,1414,704,26,168,638
5632,2,1414,506,58,228,585
5633,2,1414,0,76,360,550
5634,2,1415,67,0,316,213
5635,2,1415,332,0,345,267
5636,2,1415,627,0,230,277
5637,2,1415,821,0,51,260
5638,2,1415,708,315,164,349
5639,2,1415,357,279,380,385
5640,2,1415,5,201,417,463
5641,2,1416,255,0,286,199
